"id","__typename","countryID","createdAt","name","stateCode","updatedAt"
"6ad01a2a-4e9c-4aff-a9bd-530e80bce3cf","State","11c23bd3-da6d-4529-b009-ada63d12ca11","2021-06-10T03:39:47.947Z","South Australia","SA","2021-06-10T03:39:47.947Z"
"53ccc3c5-2656-4396-afc8-95fb8741c16b","State","11c23bd3-da6d-4529-b009-ada63d12ca11","2021-01-21T07:31:11.759Z","Northern Territory","NT","2021-01-21T07:31:11.759Z"
"0bd89dba-8078-467f-97c7-23db84121cdc","State","11c23bd3-da6d-4529-b009-ada63d12ca11","2020-10-01T05:00:03.239Z","Western Australia","WA","2020-10-01T05:00:03.239Z"
